,train,val,test
402,TCGA-A7-A0CJ-01A-02-BSB.c0dd564e-d0a6-4e94-b050-824b05d29f23,,
403,TCGA-A7-A0CJ-01A-02-TSB.e090ba35-b5b7-469f-a267-8c8c68bc2c2b,,
404,TCGA-A7-A0D9-01A-02-BS2.1b3d154c-b20b-48f4-a848-b568676ea619,,
405,TCGA-A7-A0D9-01A-03-BS3.32f8b687-d044-4a69-a179-80ea0ee03c7b,,
406,TCGA-A7-A0DB-01A-01-BSA.9351ffab-bcdc-4b6d-82df-c9b696a96d9c,,
407,TCGA-A7-A0DB-01A-01-TSA.490f70ed-fcdf-442d-b750-039b22d9464f,,
408,TCGA-A7-A0DC-01A-01-BS1.1129f718-410c-4fb7-9eeb-7a04d76487b6,,
409,TCGA-A7-A0DC-01A-01-TS1.19dd493c-9563-416b-8e3f-71c6ef3e8e95,,
410,TCGA-A7-A13E-01A-01-BSA.6abb32ba-9836-4032-94cb-7113e0dce7aa,,
411,TCGA-A7-A13E-01A-01-TSA.4f107ed6-13b7-4685-9baf-d7ba5a4adeff,,
412,TCGA-A7-A13F-01A-01-BS1.96f41b20-1b8b-4a7d-93ed-6b8b2cbe1150,,
413,TCGA-A7-A13F-01A-01-TS1.6e5cfefb-e31f-447e-b8cf-d3d5294d3421,,
414,TCGA-A7-A13H-01A-01-BS1.FB43E6CF-E952-476B-9A90-A506F37829A9,,
415,TCGA-A7-A13H-01A-01-MS1.D6BDC38A-8528-46CA-91EE-4069A8CCD1C5,,
416,TCGA-A7-A26E-01A-01-TSA.c3b5e8a1-130a-41b4-b05f-06f86abd3e21,,
417,TCGA-A7-A26H-01A-01-TSA.347c13da-e59c-4083-a1d1-1117d056129a,,
418,TCGA-A7-A26J-01A-01-TSA.8fbc78f7-d21e-455a-989b-3779af6a0e95,,
419,TCGA-A7-A2KD-01A-03-TSC.CC1E46B0-7920-4F91-AE61-A9A78BF724DB,,
420,TCGA-A7-A3IZ-01A-01-TSA.EFEAFBBB-4EED-4894-BAFD-77AAC5783062,,
421,TCGA-A7-A3J1-01A-01-TSA.D14A671A-1EF3-4D1D-8253-B2D573FAE447,,
422,TCGA-A7-A3RF-01A-01-TS1.88AFA1D1-A9CF-4E90-929A-023D9656B203,,
423,TCGA-A7-A425-01A-01-TSA.D8ECCE2B-4CC3-4459-8C20-9F21DE0F9241,,
424,TCGA-A7-A4SA-01A-01-TS1.6BABADF3-6C88-40C7-AF2E-C799B22BF428,,
425,TCGA-A7-A4SC-01A-01-TS1.039AAA5C-0866-45EF-9FD2-36F9A6AA58AA,,
426,TCGA-A7-A4SF-01A-01-TSA.A9D65EF2-4CD0-41BC-98D0-FF6495369BF3,,
427,TCGA-A7-A56D-01A-01-TS1.AD278013-D26A-4CA2-9B22-308E79763904,,
428,TCGA-A7-A5ZW-01A-01-TS1.06909389-EBB0-43BB-AE11-A1C0449EADFA,,
429,TCGA-A7-A5ZX-01A-01-TS1.34A6187F-702F-49C0-BF87-4C496FB5DD43,,
430,TCGA-A7-A6VX-01A-01-TSA.FAF08659-F16A-431F-BC37-276F833282B1,,
431,TCGA-A8-A06N-01A-01-BS1.12bf6cf9-767e-469a-ab07-accd6b3b134e,,
432,TCGA-A8-A06N-01A-01-TS1.0e8d431f-4df4-4e2e-a8d2-3febb0f1beb9,,
433,TCGA-A8-A06P-01A-01-BS1.841bd06a-953c-4c04-af50-23d530579908,,
434,TCGA-A8-A06P-01A-01-TS1.bfe56de2-bb0d-4164-ac99-cd126521b63d,,
435,TCGA-A8-A06Q-01A-01-BS1.3e519802-6b1b-46b6-8e86-0151159873bb,,
436,TCGA-A8-A06Q-01A-01-TS1.6a3caeab-6ec9-4829-b7e2-dbe7a6279a54,,
437,TCGA-A8-A06R-01A-01-BS1.81f34f39-e1c2-4769-aaa3-5aa5df1c3543,,
438,TCGA-A8-A06R-01A-01-TS1.c1e2ceb6-b40d-4ab6-a891-f8a3642dbb8e,,
439,TCGA-A8-A06X-01A-02-BS2.eaf95778-4d99-4a85-bff2-57e2c66bebac,,
440,TCGA-A8-A06X-01A-02-MS2.0554a423-cfcb-4daa-9c57-dd3960aa2614,,
441,TCGA-A8-A06Z-01A-01-BS1.d29f4573-c196-4e24-813d-131a00f55b78,,
442,TCGA-A8-A06Z-01A-01-TS1.7bbdf988-c2f4-4c2a-975d-249efe34d802,,
443,TCGA-A8-A075-01A-01-BS1.f15749fb-e5fd-4124-ad85-eec12751816b,,
444,TCGA-A8-A075-01A-01-TS1.3658536c-c029-4685-979f-11e914e53e4e,,
445,TCGA-A8-A076-01A-02-BSB.7619e564-4d3c-40b9-ad85-5bb8dd934d3b,,
446,TCGA-A8-A076-01A-02-TSB.6a8058db-d92b-4a26-8b84-5ccd4cb198e3,,
447,TCGA-A8-A079-01A-02-BS2.af4b2721-1e8c-4b61-b03f-1a50c2366832,,
448,TCGA-A8-A079-01A-02-MS2.62d794d5-a44b-493b-be71-30f31bc80b9e,,
449,TCGA-A8-A07B-01A-01-BS1.b1f937c2-0868-4c6a-a85f-cc4853c0a639,,
450,TCGA-A8-A07B-01A-01-TS1.0e9cc322-519c-49e1-ab3b-25e66a24ef92,,
451,TCGA-A8-A07E-01A-01-BS1.8abb7f07-0836-454b-9461-a86ada8f2188,,
452,TCGA-A8-A07E-01A-01-TS1.6861c3fd-60df-457a-8d4f-28298d7d15c6,,
453,TCGA-A8-A07F-01A-01-BS1.288ddf7f-30dc-4fed-a4ca-18fa8172e3ee,,
454,TCGA-A8-A07F-01A-01-TS1.b4547802-0778-49f5-8465-4e3de9ffbf41,,
455,TCGA-A8-A07G-01A-01-BS1.77d7598e-9d52-424b-8e97-50f45155b8b7,,
456,TCGA-A8-A07G-01A-01-TS1.ed5520f2-535b-4bb4-b580-b2372714d3fb,,
457,TCGA-A8-A07I-01A-01-BSA.f3f1a0f0-5e66-4829-aa6d-c692c13a8bf8,,
458,TCGA-A8-A07I-01A-01-TSA.582a3393-09bb-43b2-907c-ba9c27db5b13,,
459,TCGA-A8-A07J-01A-01-BS1.c9f54364-bf94-4431-9d02-8c2ec1732d02,,
460,TCGA-A8-A07J-01A-01-TS1.d11bd110-d6ef-46c3-b41c-c09ef5f61f3d,,
461,TCGA-A8-A07J-01A-02-BS2.5d44b586-7e36-46f9-bfc8-8f8afce34625,,
462,TCGA-A8-A07L-01A-01-BS1.d3dbb2ea-0d8a-4fe3-8a68-77c86ce5dd6b,,
463,TCGA-A8-A07L-01A-01-TS1.ef6b6a88-8ca0-4d4f-90fe-4996e6a12e0f,,
464,TCGA-A8-A07P-01A-01-BS1.4bb95702-b8db-403d-9f30-1519eb9c7b11,,
465,TCGA-A8-A07P-01A-01-TS1.26774e35-740d-4849-b1bb-b89bbc1667d4,,
466,TCGA-A8-A07S-01A-01-BS1.84cf353c-1994-430c-9ad3-f8dfe6f72b4b,,
467,TCGA-A8-A07S-01A-01-TS1.ea94ca6e-4047-4eb8-8218-a9a393fb347d,,
468,TCGA-A8-A07W-01A-01-BSA.0f13b36e-14b4-4e59-8800-2e8d86b08079,,
469,TCGA-A8-A07W-01A-01-TSA.eae41004-b3f5-4528-9e95-cbda9ea764c1,,
470,TCGA-A8-A07Z-01A-01-BS1.9ea011c8-570d-479f-9023-54ddc5fe1e04,,
471,TCGA-A8-A07Z-01A-01-TS1.3f1c6bb6-4c45-41ab-96cd-8b9003751009,,
472,TCGA-A8-A082-01A-01-BS1.eb5e4053-9044-46f8-adeb-93d86318ec71,,
473,TCGA-A8-A082-01A-01-TS1.3cad4a77-47a6-4658-becf-d8cffa161d3a,,
474,TCGA-A8-A083-01A-01-BS1.c88095e4-de9c-4e38-ac8e-70ac290b1dfb,,
475,TCGA-A8-A083-01A-02-MS2.b47eda6e-54a6-4cfe-be0b-bbcb776be723,,
476,TCGA-A8-A084-01A-02-BS2.17dfc662-eae2-414b-96c7-741071b4955b,,
477,TCGA-A8-A084-01A-02-MS2.20452f22-4c24-488f-a8e5-e7594579888c,,
478,TCGA-A8-A085-01A-01-BS1.6119b721-29a2-4fbc-ac0b-1091877a8b29,,
479,TCGA-A8-A085-01A-01-TS1.fa2aa0e5-c6fb-44fa-b407-9fa5b2912a81,,
480,TCGA-A8-A086-01A-01-BSA.f75d10e3-5a89-4b4f-9b40-6bca77731bb2,,
481,TCGA-A8-A086-01A-01-TSA.a432a95f-5863-4ad9-a2eb-7f986c62e096,,
482,TCGA-A8-A08A-01A-01-BS1.db510b27-0937-42da-b559-6d65271401f1,,
483,TCGA-A8-A08A-01A-01-TS1.e7bdf564-67d2-46dc-bd6a-439cdc74e163,,
484,TCGA-A8-A08B-01A-01-BS1.cd256d6e-99c5-4b32-8bbc-7c1811004b8b,,
485,TCGA-A8-A08B-01A-01-MS1.6513191e-0189-4a23-9a56-5ac94a553b43,,
486,TCGA-A8-A08C-01A-01-BS1.5330b5f5-7bcf-4ca1-8ebc-cae280221961,,
487,TCGA-A8-A08C-01A-01-TS1.fc1246d4-246a-482f-a819-b80f25b95f87,,
488,TCGA-A8-A08G-01A-01-BS1.1db0beb9-ba79-4391-8e89-ba0ece7fd68c,,
489,TCGA-A8-A08G-01A-01-TS1.00c53463-683f-443f-b693-5673b3b564ff,,
490,TCGA-A8-A08I-01A-01-BS1.6a1dc7c0-efb4-45dd-b714-b4f97c92ac2f,,
491,TCGA-A8-A08I-01A-01-TS1.0634cf0b-038e-4a34-9c8e-37634b5bd935,,
492,TCGA-A8-A08J-01A-01-BS1.c5948da8-a676-4cbf-819c-b636c968cf46,,
493,TCGA-A8-A08J-01A-01-TS1.51017c5f-8abd-4c99-89c9-b94a5a64249f,,
494,TCGA-A8-A08L-01A-01-BSA.974269aa-b6eb-414a-afc3-0b0ceb146c9f,,
495,TCGA-A8-A08L-01A-01-TSA.ecd66fe2-ffc0-402e-8808-7dedb0f6a5b9,,
496,TCGA-A8-A08O-01A-01-BS1.4d78f0ab-bbcc-469e-a381-a4e9b763fd03,,
497,TCGA-A8-A08O-01A-02-BS2.6b4babf5-86ae-4b21-ba69-9ea213e76c0d,,
498,TCGA-A8-A08P-01A-01-BS1.c33472d7-2ca3-4195-a4fb-48118362da45,,
499,TCGA-A8-A08P-01A-01-TS1.f72d0f1e-98aa-42b1-9c2c-6e3ed1be276e,,
500,TCGA-A8-A08S-01A-01-BS1.9e9cf174-2338-4507-b5cd-a76dc2a138cc,,
501,TCGA-A8-A08S-01A-01-MS1.12f19cd6-d2de-4cb9-9856-60f68d3d9415,,
502,TCGA-A8-A08T-01A-01-BS1.a4f425d3-222d-4ef0-96f4-97bdde661971,,
503,TCGA-A8-A08T-01A-02-BS2.f401c61c-3713-4bb9-a709-71423c478c8b,,
504,TCGA-A8-A08Z-01A-01-BS1.1fb87e93-fd85-4c69-a7e0-a8e3d889851a,,
505,TCGA-A8-A08Z-01A-02-BS2.5d948ef0-cfa3-40bd-a383-ba99e6b28378,,
506,TCGA-A8-A090-01A-01-BS1.8191e1aa-9dc1-4474-ba6e-92e33942722e,,
507,TCGA-A8-A090-01A-01-TS1.6fd65ca8-2e04-4f0b-902a-070cd65c2d93,,
508,TCGA-A8-A091-01A-01-BS1.e7e9318d-a627-472a-9f2e-10cc917036d3,,
509,TCGA-A8-A091-01A-01-TS1.c06440ae-88c4-4ed8-a1be-cd23967db5c3,,
510,TCGA-A8-A092-01A-01-BS1.32f105e4-98d4-424c-a3d5-b103a6e7bc20,,
511,TCGA-A8-A092-01A-01-TS1.02da5bd6-e61a-4986-943e-a0afcfaf3d28,,
512,TCGA-A8-A093-01A-01-BS1.3909d441-2e91-4182-ad97-9e55853961a9,,
513,TCGA-A8-A093-01A-01-TS1.7e6676b5-51e6-4111-b21d-d11367681795,,
514,TCGA-A8-A095-01A-01-BS1.4a8ab901-ac44-4973-8507-03d54f82e067,,
515,TCGA-A8-A095-01A-01-TS1.6e35462c-2639-48ee-9503-d2689ebb0346,,
516,TCGA-A8-A096-01A-01-BS1.fee8e940-d009-4580-b5dd-148a0218e31e,,
517,TCGA-A8-A096-01A-01-TS1.e065fb32-52f0-49dd-a724-c689ee567379,,
518,TCGA-A8-A097-01A-01-BS1.6b89928e-f322-487e-8b96-819e432ebd1b,,
519,TCGA-A8-A097-01A-01-TS1.00bd646a-58cb-4be4-b2ae-9368143eaa9b,,
520,TCGA-A8-A099-01A-01-BS1.8f83e876-23f9-4e23-b666-b08e1ef864ab,,
521,TCGA-A8-A099-01A-01-TS1.db6b41ce-27e3-44b2-9c61-6e218f9a75b4,,
522,TCGA-A8-A09A-01A-01-BS1.9c0690b1-13f1-4641-bf73-fa3949875cea,,
523,TCGA-A8-A09A-01A-01-TS1.9b259e19-e7be-4916-9123-ae29f5d62c30,,
524,TCGA-A8-A09B-01A-01-BS1.57e0c9cd-4447-483c-9102-01ce22d30235,,
525,TCGA-A8-A09B-01A-01-TS1.02ded2f9-3484-42a5-a755-083c53b27f68,,
526,TCGA-A8-A09C-01A-01-BS1.22b0b4ca-9aa2-4ef8-a0b3-933476fbd987,,
527,TCGA-A8-A09C-01A-01-TS1.60187ffe-746b-4a98-a6b2-06a6f884f04a,,
528,TCGA-A8-A09D-01A-01-BS1.f67237cc-27c1-4b63-8a9c-5c63791b740c,,
529,TCGA-A8-A09D-01A-01-TS1.b95dc7b7-f0f3-4eea-be5c-2323c57e8a61,,
530,TCGA-A8-A09E-01A-01-BS1.132ec21b-efd0-4a1a-88a1-af3c615e4647,,
531,TCGA-A8-A09E-01A-01-TS1.cd6ea8c1-5427-4be5-9ccf-8fdc40249000,,
532,TCGA-A8-A09I-01A-01-BS1.b0debb62-86b0-459f-b62b-604bb9f17e5d,,
533,TCGA-A8-A09I-01A-02-BS2.ca9aacf2-573b-4af2-bc50-5213526eb3a3,,
534,TCGA-A8-A09K-01A-01-MS1.9dbe0a3e-7e8d-46f8-9819-6d130fb03459,,
535,TCGA-A8-A09K-01A-01-TS1.8443b0b9-57e1-4bd2-957d-033a523b4caf,,
536,TCGA-A8-A09M-01A-01-BSA.09767559-4f73-4048-9655-76c73dcd8322,,
537,TCGA-A8-A09M-01A-01-TSA.d3865338-2456-4943-93b3-7bf1e3749684,,
538,TCGA-A8-A09N-01A-01-BS1.48ca5ab6-429b-420a-9a89-7605aee874ab,,
539,TCGA-A8-A09N-01A-01-TS1.7e5b6b2c-52b7-4b2a-bb39-b2e8aef29605,,
540,TCGA-A8-A09Q-01A-01-BS1.4f8c6124-a269-4b1f-ab08-efc7806ca913,,
541,TCGA-A8-A09Q-01A-01-TS1.d65e2efa-2d03-4fc4-924c-a87a612ec8d1,,
542,TCGA-A8-A09R-01A-01-BS1.e7c57b70-0da9-4500-adf7-e58735f6aac7,,
543,TCGA-A8-A09R-01A-01-TS1.76685425-6076-43bb-84d6-7b36393af99f,,
544,TCGA-A8-A09V-01A-01-BS1.2d168522-0774-4867-a685-672e2fa1d0d0,,
545,TCGA-A8-A09V-01A-01-TS1.14e629f6-1c04-41cc-9143-ac7a14f40f87,,
546,TCGA-A8-A09W-01A-01-BS1.35bdda00-d682-4d57-8ce9-d1e7234b0db8,,
547,TCGA-A8-A09W-01A-01-TS1.98c12c3a-dc1b-4e28-b3ce-89c5ad01c8bc,,
548,TCGA-A8-A09Z-01A-01-BS1.b0b90543-85c2-4867-9ed7-9bf913e49cc8,,
549,TCGA-A8-A09Z-01A-01-TS1.f9bd85b3-3a3e-43c7-90f2-6bfe1ba2bd35,,
550,TCGA-A8-A0A1-01A-01-BS1.d1aa77ae-acf6-4469-828d-ac152d6e9ed9,,
551,TCGA-A8-A0A1-01A-01-TS1.eb96c625-348f-4355-a9d2-7e44853a1888,,
552,TCGA-A8-A0A2-01A-01-BS1.aa79e63b-6f53-4b40-8a47-8df76d7367d2,,
553,TCGA-A8-A0A2-01A-01-TS1.124134ed-c4d2-4a08-937c-1def71bfcc42,,
554,TCGA-A8-A0A4-01A-01-BS1.b2f7bff9-16c8-4bf7-8228-fd2a98995fdf,,
555,TCGA-A8-A0A4-01A-01-TS1.eaac12f0-ead1-4f67-875d-8bda8a4649d9,,
556,TCGA-A8-A0A6-01A-01-MS1.8a85e02c-6098-4347-be13-b645b860057d,,
557,TCGA-A8-A0A6-01A-01-TS1.0544eda9-a392-4eed-961d-9a0683b54b5d,,
558,TCGA-A8-A0A9-01A-01-BS1.eda51aaf-8be8-4dec-b584-1ae0ea5096e0,,
559,TCGA-A8-A0A9-01A-01-TS1.12f6478b-a0c9-4051-8688-c40183e6e62c,,
560,TCGA-A8-A0AB-01A-01-BS1.4f685a36-8110-4af5-b290-7384bee2c8f6,,
561,TCGA-A8-A0AB-01A-01-TS1.caa920cc-a74f-41a3-9b12-d8143dda8786,,
562,TCGA-A8-A0AD-01A-01-BS1.bb944067-e1c7-495d-8d92-957340d3173e,,
563,TCGA-A8-A0AD-01A-01-TS1.4f7d3b85-05f4-44d2-8176-3ee94105f10f,,
564,TCGA-AC-A23G-01A-01-TS1.2DB1D885-063E-4BF1-ABA5-B738343A9F4A,,
565,TCGA-AC-A23H-01A-01-TS1.7b893da7-ca91-4a95-bc70-37ad06f61d88,,
566,TCGA-AC-A2B8-01A-01-TS1.3DCB9F29-3858-4881-B8F7-3A1E95286C8F,,
567,TCGA-AC-A2BM-01A-01-TS1.18504654-A48A-46AB-83E9-A8D7E23B6EF4,,
568,TCGA-AC-A2FB-01A-01-TS1.36526F45-F01A-4CE1-BD6A-C10BE2CF96B1,,
569,TCGA-AC-A2FE-01A-01-TSA.25EE517D-CEEE-4FFC-AE49-D0F1D3303882,,
570,TCGA-AC-A2FF-01A-01-TSA.575C5B8A-E0DD-426B-9B34-6A99ED31FF10,,
571,TCGA-AC-A2FG-01A-01-TSA.BE090090-49AF-4137-B741-FE3E4B796892,,
572,TCGA-AC-A2FO-01A-01-TS1.5B0133E0-0452-4C64-92A0-EE26EF1A18E2,,
573,TCGA-AC-A2QI-01A-01-TSA.4BA73556-9C89-4F0F-AAD5-A5F7CADA4593,,
574,TCGA-AC-A3BB-01A-02-TSB.D3B5E14C-97F1-4B49-A5C5-DB8AD007070F,,
575,TCGA-AC-A3EH-01A-02-TS2.FC290C5B-EADA-4C19-9F8E-A4E9D594CE07,,
576,TCGA-AC-A3HN-01A-01-TSA.D9B963D0-367F-4D94-B4CC-9C02FF529CB2,,
577,TCGA-AC-A3OD-01A-01-TS1.4915B413-202C-4D3E-A360-E1142F365438,,
578,TCGA-AC-A3QP-01A-01-TS1.51D476D1-143B-4530-A00B-B7764B7DAA0D,,
579,TCGA-AC-A3QQ-01A-01-TS1.8A75F323-1E81-4A2B-938A-FE48AAE2F729,,
580,TCGA-AC-A3TM-01A-01-TSA.F95FDB50-245E-4B62-B328-009B57AA8750,,
581,TCGA-AC-A3W5-01A-01-TSA.8677B526-3F4D-4B52-A02E-F05244B8479A,,
582,TCGA-AC-A3W7-01A-01-TSA.4095CE17-AB93-4C17-89D5-0358594BFBE3,,
583,TCGA-AC-A3YI-01A-02-TSB.F2AFA7A9-58C7-4932-BC30-6B0CA5964C11,,
584,TCGA-AC-A3YJ-01A-01-TSA.BBE147CC-755E-4AB3-99FF-2B5D846A7A92,,
585,TCGA-AC-A4ZE-01A-01-TS1.98A0B048-54FF-4550-8C6B-7DA21EB71123,,
586,TCGA-AC-A5EH-01A-01-TS1.FE5A32A0-934D-4CD8-9925-78FE99FF13AB,,
587,TCGA-AC-A5XS-01A-01-TS1.A7C7405B-42A2-474E-96A3-F87BA50995AE,,
588,TCGA-AC-A5XU-01A-01-TSA.53BFAB63-FB19-4F47-B71C-C93645D58BBB,,
589,TCGA-AC-A62V-01A-01-TS1.EFC7587C-F57C-49BB-8ED1-A14479466266,,
590,TCGA-AC-A62X-01A-01-TS1.E5AD5DD0-3CD3-412A-8EE8-1491C492D2C1,,
591,TCGA-AC-A62Y-01A-01-TS1.9FC104F6-382F-4E10-A392-10273F7E1F6C,,
592,TCGA-AC-A6IX-01A-01-TSA.3F87BB26-267E-4FC9-81E2-745AB81A2CCD,,
593,TCGA-AC-A6NO-01A-01-TS1.EC103F22-AE26-43CA-983C-E7CD7AA9F633,,
594,TCGA-AC-A7VB-01A-01-TS1.E9E70973-2C6B-4EF4-92C2-39B6E9FAE0AF,,
595,TCGA-AC-A8OP-01A-01-TS1.E2C52B43-51A4-4AE6-8B11-B7DC7392DCC2,,
596,TCGA-AC-A8OR-01A-02-TS2.BCDBF0F3-565C-46BD-B78B-03B178B22A26,,
597,TCGA-AC-A8OS-01A-01-TS1.31C88D4F-7621-4B24-83CC-8FD69EC72933,,
598,TCGA-AN-A03X-01A-01-BS1.a0bc496b-dbc1-451c-a6fd-8ba2bdc1a9b4,,
599,TCGA-AN-A03X-01A-02-BS2.88b66ddf-fc7b-4b5f-904d-7eafc9654a1a,,
600,TCGA-AN-A03Y-01A-01-BS1.b7b9c538-7d46-47c8-8071-9b6080f6f330,,
601,TCGA-AN-A03Y-01A-02-BS2.c10a444a-d23b-4334-9140-4c90d4e521b4,,
602,TCGA-AN-A046-01A-01-BS1.5bc254f8-5363-470e-9963-4ccfd57a3457,,
603,TCGA-AN-A046-01A-02-BS2.74a56161-07f1-4980-a2fd-2c9123fb87bc,,
604,TCGA-AN-A049-01A-01-BS1.01c2a132-3509-42c7-b003-8811f0947bc1,,
605,TCGA-AN-A049-01A-02-BS2.3d6fd023-d5ec-416d-9f7e-1547d3aab113,,
606,TCGA-AN-A04A-01A-01-BS1.647f0482-49a8-4794-b9c4-5941b14fd1af,,
607,TCGA-AN-A04A-01A-02-BS2.44355b22-95d3-491c-af4c-27225e753d7d,,
608,TCGA-AN-A0AK-01A-02-BSB.dba44992-1534-4664-b57d-c41a1b03228d,,
609,TCGA-AN-A0AK-01A-02-TSB.7d73ccfb-c2b8-4836-a414-6cba51801984,,
610,TCGA-AN-A0AM-01A-01-BSA.1736e9ff-6a00-45e7-8ab9-b81018eea03f,,
611,TCGA-AN-A0AM-01A-01-TSA.63a22828-01b7-4b90-976d-7c32ccb9889d,,
612,TCGA-AN-A0FD-01A-01-BS1.8993b012-d168-422d-ae26-a3947764acd9,,
613,TCGA-AN-A0FD-01A-01-TS1.28f70459-3f79-46e1-bb93-2095f4b29994,,
614,TCGA-AN-A0FF-01A-01-BSA.ef124d17-e63f-4c55-a50a-1cdea1b4cbde,,
615,TCGA-AN-A0FF-01A-01-TSA.8dfd4d8e-c38f-4a72-ae57-ac0268d2899b,,
616,TCGA-AN-A0FJ-01A-01-BSA.cef21074-da54-4b5d-859f-1ad06b1b7c7e,,
617,TCGA-AN-A0FJ-01A-01-TSA.7dc3dff1-4b42-4320-aa72-43fec160a566,,
618,TCGA-AN-A0FK-01A-01-BSA.532b125c-98bb-44d7-a041-fb2506b70e26,,
619,TCGA-AN-A0FK-01A-01-TSA.4cbfd31d-1a58-4ee1-8359-7fd4fc9c4cbe,,
620,TCGA-AN-A0FN-01A-01-BSA.ffb54bac-5830-474e-b293-2f4037956be7,,
621,TCGA-AN-A0FN-01A-01-TSA.5e51ca3f-3547-4a4e-9dfe-d1d0e32a60b9,,
622,TCGA-AN-A0FS-01A-01-BSA.030e8ca6-2dd3-41ad-aae4-e69b803dbcaa,,
623,TCGA-AN-A0FS-01A-01-TSA.ec030e02-fd7d-4683-803d-830ee80d8173,,
624,TCGA-AN-A0FT-01A-01-BSA.c578600f-5691-4d20-ae99-f0f8197e9bbb,,
625,TCGA-AN-A0FT-01A-01-TSA.d6fe3f83-5cbc-4c39-ad49-c3adfee44974,,
626,TCGA-AN-A0FW-01A-01-BSA.9f4517b2-d96c-44e4-8b06-2ed4af594385,,
627,TCGA-AN-A0FW-01A-01-TSA.6cba8af3-6ac7-48b5-97f1-37dfb7deefc5,,
628,TCGA-AN-A0FY-01A-01-BSA.288f78df-2abe-4b01-aa91-ad2088788fd9,,
629,TCGA-AN-A0FY-01A-01-TSA.1ea457d0-a6c2-4999-a799-b912db76a7c0,,
630,TCGA-AN-A0FZ-01A-01-BS1.be535fd3-262b-4b53-9411-c4021e2e0419,,
631,TCGA-AN-A0FZ-01A-01-TS1.a389bdd5-9cf6-4e87-bfa7-208a33f25915,,
632,TCGA-AN-A0XL-01A-01-BS1.c465e036-af63-4ffe-b0d7-fcd07a6251be,,
633,TCGA-AN-A0XL-01A-01-MS1.b12658ed-b708-4bdf-beef-f968f6913e6a,,
634,TCGA-AN-A0XO-01A-01-BS1.b0828468-33a6-4520-8707-166badeeed39,,
635,TCGA-AN-A0XO-01A-01-TS1.6e8b38be-08e3-4ed7-b742-144ad89f83ed,,
636,TCGA-AN-A0XP-01A-01-BSA.93b120d1-e962-4dcd-b4ce-c2d8e019c8e0,,
637,TCGA-AN-A0XP-01A-01-TSA.5af16c3b-6b75-4d07-a769-d917baf6f898,,
638,TCGA-AN-A0XR-01A-01-BS1.2dc66149-652b-4e91-9b44-f9d1447d61a2,,
639,TCGA-AN-A0XR-01A-01-TS1.5eea786b-1358-4f87-8e4a-dd40d5cc1baa,,
640,TCGA-AN-A0XT-01A-01-BSA.25304183-65ab-4653-88f2-02589fcae9e2,,
641,TCGA-AN-A0XT-01A-01-TSA.14d9f5ee-14a2-4049-9353-74e11c28dd2d,,
642,TCGA-AN-A0XV-01A-01-BS1.201534ca-5d66-4801-b552-b55fba346e62,,
643,TCGA-AN-A0XV-01A-01-TS1.938ba135-fac5-440d-9f59-79ea929a3a99,,
644,TCGA-AN-A0XW-01A-01-BSA.408b7441-050c-4d72-b24c-457407cd3582,,
645,TCGA-AN-A0XW-01A-01-TSA.52d201cd-6fc6-40ab-8c4d-1d94feee68a2,,
646,TCGA-AO-A03L-01A-04-BS4.50d93e4e-db51-4d98-86f8-08228baeee4e,,
647,TCGA-AO-A03L-01A-04-TS4.d45ba175-ccc7-471a-a4ca-d50404e133f4,,
648,TCGA-AO-A03P-01A-01-BS1.b5b1b2eb-6a49-4d06-a855-7263aaa78ac1,,
649,TCGA-AO-A03P-01A-01-TS1.32f23b98-dedf-4dce-b103-e1d2323a888c,,
650,TCGA-AO-A03R-01A-01-BS1.7a857be4-4080-4cf0-88b2-794b20a06a97,,
651,TCGA-AO-A03R-01A-02-BS2.70825602-abda-4ac3-b050-800743213b54,,
652,TCGA-AO-A03V-01A-01-MS1.ade6a103-b697-4730-82f9-4c9ba6eda8a1,,
653,TCGA-AO-A03V-01A-01-TS1.9b67fe65-977d-4b18-bf14-79378230f289,,
654,TCGA-AO-A0J3-01A-01-BSA.b1386e94-b116-4b67-a0f8-987217b20f7c,,
655,TCGA-AO-A0J3-01A-01-TSA.86832b75-652d-40a9-a29a-1638bcce1aef,,
656,TCGA-AO-A0J5-01A-01-BSA.f74d988e-d646-4190-8e26-439347b71774,,
657,TCGA-AO-A0J5-01A-01-TSA.3df877fd-23e9-45ad-b2f1-c63a82c55c55,,
658,TCGA-AO-A0J7-01A-01-BSA.24323379-2daa-45cf-b3e8-f8e4da05a90a,,
659,TCGA-AO-A0J7-01A-01-TSA.f834c0e8-e286-4d88-888d-5f9100ca8397,,
660,TCGA-AO-A0J8-01A-02-BSB.74af0d3a-ced8-495f-b765-bcaf313e3f08,,
661,TCGA-AO-A0J8-01A-02-TSB.0fbb2777-df10-4bbb-9d37-e76cf0993444,,
662,TCGA-AO-A0JA-01A-01-BSA.c9bb5119-6e0c-4d16-9da4-82a7e553b309,,
663,TCGA-AO-A0JA-01A-01-TSA.818b6240-5b8c-488c-9354-0faeb5491495,,
664,TCGA-AO-A0JB-01A-01-BSA.705ff788-9aea-491f-8eb4-d19e21c984ba,,
665,TCGA-AO-A0JB-01A-01-TSA.b83de92d-b426-4133-8226-6dd1580049ff,,
666,TCGA-AO-A0JC-01A-01-BSA.2a81630f-81ee-4c33-ba26-0e825cfa5f72,,
